1,1,8112.33
2,1,5283.03
4,1,3878.03
8,1,3172.39
16,1,3058.66
32,1,3024.55
64,1,3080.3
128,1,3155.69
256,1,3290.98
512,1,3578.18
1,2,7908.49
2,2,5219.76
4,2,3887.9
8,2,3158.24
16,2,3091.94
32,2,3070.77
64,2,3084.13
128,2,3134.51
256,2,3251.39
512,2,3504.68
1,3,7831.63
2,3,5227.83
4,3,3775.21
8,3,3097.07
16,3,2997.15
32,3,2991.26
64,3,3029.81
128,3,3096.63
256,3,3268.61
512,3,3575.85
1,4,7203.44
2,4,5988.52
4,4,7128.59
