16,1,0.812
16,2,0.2985
16,3,0.2508
32,1,0.6225
32,2,0.4909
32,3,0.5181
64,1,1.6427
64,2,1.4042
64,3,1.4227
128,1,7.0849
128,2,5.1373
128,3,5.4359
256,1,30.0982
256,2,17.199
256,3,14.2657
512,1,89.7429
512,2,71.3283
512,3,69.3047
1024,1,374.041
1024,2,335.209
1024,3,293.15
2048,1,1494.79
2048,2,1227.35
2048,3,1205.16
4096,1,8574.02
4096,2,5265.82
4096,3,5163.1
8192,1,26959
8192,2,22324.7
8192,3,22300.6
