16,1,2.205
16,2,2.514
16,3,4.433
16,4,4.654
32,1,7.089
32,2,7.385
32,3,9.286
32,4,10.215
64,1,13.71
64,2,14.652
64,3,17.201
64,4,21.444
128,1,30.129
128,2,33.782
128,3,38.983
128,4,58.456
256,1,89.699
256,2,105.434
256,3,122.649
256,4,210.148
512,1,335.347
512,2,402.347
512,3,471.171
512,4,862.857
1024,1,1382.38
1024,2,1672.34
1024,3,1964.81
1024,4,3701.84
2048,1,5997.73
2048,2,7351.47
2048,3,8707.39
2048,4,16425.2
4096,1,26141.4
4096,2,32241.6
4096,3,38368.1
4096,4,72848.9
8192,1,115463
